,T2M,RH2M,WS2M,WD2M,ALLSKY_KT,GWETTOP,EVLAND,PRECIPITATIONCAL
20200417,33.43,40.62,2.44,168.12,0.65,0.15,0.88,0.0
20200418,33.3,43.69,2.98,165.75,0.65,0.15,0.7,0.0
20200419,33.44,42.56,2.48,158.06,0.56,0.15,0.75,0.0
20200420,34.0,41.19,2.72,160.56,0.62,0.14,0.79,0.0
20200421,33.44,40.38,2.82,190.5,0.67,0.14,0.86,0.0
20200422,33.51,44.5,4.07,176.94,0.66,0.14,0.52,0.0
20200423,34.23,46.19,3.47,176.56,0.67,0.14,0.45,0.0
20200424,34.66,42.88,4.39,176.31,0.62,0.14,1.62,7.82
20200425,34.12,50.0,3.8,156.31,0.55,0.2,6.17,0.01
20200426,31.67,61.75,3.8,152.19,0.6,0.48,39.02,0.21
20200427,30.72,61.19,3.76,145.06,0.58,0.48,34.1,3.38
20200428,30.84,59.62,2.13,102.62,0.57,0.45,33.99,4.52
20200429,31.48,57.06,1.59,126.56,0.63,0.48,37.48,0.0
20200430,32.56,49.88,1.92,134.44,0.64,0.41,27.03,1.53
20200501,33.76,46.0,1.91,159.25,0.62,0.38,25.14,0.0
20200502,33.94,45.19,2.13,172.81,0.61,0.36,19.91,0.0
20200503,34.49,42.69,2.17,175.5,0.63,0.33,15.34,0.0
20200504,35.28,42.25,3.07,169.25,0.63,0.29,10.44,0.0
20200505,34.8,43.38,4.0,171.38,0.65,0.27,6.74,0.0
20200506,34.59,46.25,3.53,162.31,0.64,0.26,6.38,0.34
20200507,34.18,45.19,2.91,154.19,0.63,0.25,6.21,0.03
20200508,34.94,41.06,2.48,182.25,0.63,0.24,5.48,0.0
20200509,35.65,37.0,2.53,153.0,0.65,0.23,4.92,0.03
20200510,35.4,38.69,2.41,149.12,0.57,0.22,3.7,0.0
20200511,35.27,35.44,2.17,114.81,0.64,0.21,3.66,0.0
20200512,34.25,42.56,3.17,148.31,0.63,0.24,6.62,0.0
20200513,34.47,41.81,2.86,134.75,0.67,0.23,5.46,0.0
20200514,34.87,39.69,3.01,137.44,0.65,0.23,4.17,0.0
20200515,35.18,39.75,2.75,122.31,0.64,0.21,3.58,0.0
20200516,35.1,43.56,2.57,110.5,0.57,0.25,7.59,14.12
20200517,34.26,46.62,2.27,81.62,0.57,0.38,23.04,0.14
20200518,35.22,39.88,1.98,81.62,0.48,0.35,21.2,1.01
20200519,35.05,36.25,3.35,218.56,0.47,0.35,22.98,0.32
20200520,35.61,24.12,2.8,219.06,0.55,0.3,13.71,0.0
20200521,35.93,16.38,2.61,191.38,0.63,0.25,9.35,0.0
20200522,35.81,21.19,2.26,46.75,0.66,0.23,5.94,0.0
20200523,34.7,43.12,2.33,142.5,0.66,0.21,2.54,0.0
20200524,34.94,45.31,2.43,178.81,0.62,0.2,2.09,0.0
20200525,35.18,46.25,3.79,179.81,0.57,0.2,1.91,0.0
20200526,35.42,46.31,3.47,177.44,0.59,0.19,1.85,0.0
20200527,35.26,48.31,4.09,180.94,0.62,0.18,0.86,0.0
20200528,37.15,43.56,3.27,148.75,0.64,0.17,1.99,1.86
20200529,36.9,41.44,3.24,185.38,0.6,0.17,1.84,0.39
20200530,34.8,42.88,3.38,175.06,0.46,0.24,4.7,2.43
20200531,32.4,58.75,3.01,166.62,0.51,0.32,7.07,2.44
20200601,29.1,75.5,1.49,141.31,0.55,0.56,23.97,4.15
20200602,30.12,65.06,1.91,214.88,0.55,0.53,38.44,10.1
20200603,29.05,70.62,2.09,199.0,0.53,0.55,30.41,0.81
20200604,30.65,62.56,3.95,205.75,0.45,0.49,30.58,0.48
20200605,31.64,58.31,2.35,241.5,0.55,0.45,25.44,0.0
20200606,33.15,47.5,3.3,273.75,0.62,0.43,30.21,0.0
20200607,33.12,49.12,2.9,290.75,0.56,0.42,26.42,1.82
20200608,32.48,51.94,2.97,281.5,0.54,0.42,19.32,0.04
20200609,31.9,53.5,2.56,262.88,0.47,0.48,32.87,36.59
20200610,29.18,75.56,2.11,263.12,0.45,0.65,31.01,35.57
20200611,27.29,87.56,2.88,297.0,0.26,0.79,26.52,4.76
20200612,26.36,79.31,3.84,281.19,0.23,0.63,29.09,1.03
20200613,29.08,70.0,3.27,243.5,0.45,0.55,39.57,0.01
20200614,28.17,72.81,3.35,223.88,0.55,0.55,28.41,0.44
20200615,29.33,74.69,2.73,267.81,0.45,0.62,41.97,9.77
20200616,29.18,76.5,2.66,242.62,0.47,0.65,38.27,12.46
20200617,27.9,81.81,3.37,243.69,0.3,0.68,32.39,1.1
20200618,28.98,73.38,2.91,255.25,0.46,0.63,53.96,3.32
20200619,28.55,75.06,3.16,274.5,0.41,0.59,33.64,0.04
20200620,28.6,74.56,3.53,295.62,0.43,0.59,35.49,3.8
20200621,27.94,78.62,3.38,285.75,0.32,0.61,34.2,0.53
20200622,28.66,74.19,3.05,283.81,0.31,0.59,38.04,1.72
20200623,28.88,73.88,2.18,263.25,0.55,0.62,39.82,0.68
20200624,29.68,71.44,1.3,165.88,0.59,0.59,42.28,0.24
20200625,29.42,73.38,2.66,157.69,0.56,0.57,43.13,0.0
20200626,29.34,73.06,2.3,158.81,0.52,0.55,41.81,0.51
20200627,29.05,75.5,2.11,168.06,0.62,0.55,31.69,0.0
20200628,29.14,79.38,1.52,201.88,0.51,0.61,29.66,22.48
20200629,27.7,86.06,1.13,130.38,0.46,0.7,23.44,8.54
20200630,27.96,80.81,1.09,144.69,0.5,0.62,30.98,3.02
20200701,28.68,78.31,1.82,236.69,0.39,0.62,44.21,10.23
20200702,28.0,79.25,3.41,249.88,0.45,0.63,39.42,2.06
20200703,27.65,82.69,2.71,271.94,0.38,0.66,28.17,16.82
20200704,25.74,87.56,3.06,247.75,0.3,0.8,30.77,26.02
20200705,26.55,84.81,3.41,243.06,0.18,0.8,37.27,48.48
20200706,27.08,82.19,2.52,246.44,0.3,0.75,43.43,6.71
20200707,27.8,79.44,2.47,221.94,0.48,0.7,52.1,0.8
20200708,28.54,76.5,1.93,225.0,0.52,0.7,56.43,16.39
20200709,27.16,83.0,2.05,256.56,0.35,0.79,37.99,28.01
20200710,26.76,83.75,2.53,261.94,0.39,0.77,44.06,1.69
20200711,28.07,80.38,1.84,262.94,0.45,0.73,49.17,7.44
20200712,28.37,78.38,2.12,264.94,0.45,0.77,51.02,22.45
20200713,27.01,86.38,1.19,246.5,0.36,0.83,33.81,13.77
20200714,26.4,88.62,1.41,268.38,0.27,0.84,30.02,17.74
20200715,26.51,88.19,2.45,218.44,0.23,0.86,43.73,6.08
20200716,26.29,86.25,3.88,218.88,0.29,0.81,45.39,3.73
20200717,27.34,80.19,2.45,211.69,0.5,0.77,64.52,1.41
20200718,27.49,82.5,1.64,201.94,0.57,0.77,53.93,0.0
20200719,27.43,85.94,2.09,201.44,0.4,0.8,46.42,3.84
20200720,27.55,85.0,2.13,196.69,0.39,0.84,48.47,1.14
20200721,27.35,86.5,1.7,175.19,0.56,0.8,33.06,0.06
20200722,27.23,86.25,2.26,181.81,0.44,0.8,44.39,5.79
20200723,25.97,88.5,1.81,206.31,0.2,0.87,34.07,35.64
20200724,26.19,87.5,2.3,188.69,0.33,0.85,47.27,1.9
20200725,26.37,86.5,1.17,201.0,0.39,0.81,37.23,0.89
20200726,27.44,79.94,1.45,244.44,0.62,0.8,58.68,0.0
20200727,27.76,81.25,2.04,272.5,0.6,0.79,46.41,1.42
20200728,27.49,86.88,1.01,259.0,0.37,0.82,28.76,14.59
20200729,27.69,85.75,1.5,209.0,0.48,0.84,49.63,0.54
20200730,27.72,83.69,1.56,149.31,0.52,0.8,55.04,0.15
20200731,27.68,84.81,1.74,166.69,0.49,0.8,45.57,0.01
20200801,27.23,87.88,1.94,207.06,0.47,0.82,35.6,8.83
20200802,26.82,89.69,1.96,266.62,0.55,0.84,29.24,4.06
20200803,26.57,89.31,2.97,269.44,0.38,0.84,35.45,11.09
20200804,26.35,87.62,3.91,249.12,0.27,0.83,46.11,2.81
20200805,26.15,90.44,2.83,236.38,0.34,0.82,29.49,1.92
20200806,27.65,84.25,3.24,205.94,0.47,0.8,58.12,0.54
20200807,27.7,84.88,2.5,227.25,0.5,0.8,48.76,0.24
20200808,26.94,87.25,2.33,278.38,0.41,0.8,36.2,0.0
20200809,26.37,89.25,2.77,271.69,0.26,0.84,32.87,12.57
20200810,26.55,86.69,2.82,270.44,0.21,0.9,53.28,8.89
20200811,26.9,86.94,2.93,261.56,0.43,0.88,55.63,3.86
20200812,25.73,91.81,3.07,263.38,0.11,0.95,30.91,70.57
20200813,25.9,90.81,3.48,257.12,0.18,0.96,49.67,52.55
20200814,25.55,90.75,3.74,252.56,0.14,0.95,43.57,57.69
20200815,25.3,92.81,3.6,249.5,0.14,0.98,40.0,57.87
20200816,25.64,90.88,3.2,267.44,0.23,0.97,48.3,70.74
20200817,26.23,87.81,3.34,265.88,0.36,0.95,80.86,3.05
20200818,26.73,88.25,2.63,269.44,0.41,0.94,66.33,4.51
20200819,26.19,91.56,2.26,272.0,0.17,0.96,36.65,47.02
20200820,25.93,93.12,3.19,254.56,0.13,0.98,34.22,45.68
20200821,26.67,89.56,3.02,240.19,0.38,0.96,68.71,0.36
20200822,26.44,90.25,2.73,216.19,0.51,0.95,52.85,0.0
20200823,27.11,87.44,1.7,210.5,0.45,0.95,60.42,8.38
20200824,27.03,87.81,2.02,231.19,0.55,0.95,55.78,0.0
20200825,26.68,88.38,1.55,270.44,0.5,0.94,33.72,0.25
20200826,26.18,91.25,1.23,297.44,0.17,0.95,28.36,13.14
20200827,25.69,91.75,1.65,276.5,0.3,0.95,32.08,20.55
20200828,26.28,87.19,1.47,258.25,0.5,0.94,48.96,3.58
20200829,27.14,87.19,1.8,251.81,0.54,0.94,55.57,0.01
20200830,26.88,87.25,1.34,257.81,0.59,0.93,38.2,0.0
20200831,26.73,87.88,1.64,311.25,0.6,0.92,44.56,0.0
20200901,26.8,89.75,1.41,149.69,0.47,0.91,31.34,4.36
20200902,26.64,89.25,1.06,65.0,0.43,0.93,32.47,3.31
20200903,26.33,87.69,1.3,134.0,0.57,0.92,42.64,0.12
20200904,26.98,88.19,1.56,138.38,0.64,0.91,64.07,0.0
20200905,27.53,85.69,1.12,166.06,0.55,0.91,58.97,1.45
20200906,27.11,86.88,1.56,183.19,0.55,0.9,57.73,2.59
20200907,27.48,83.69,1.07,177.06,0.65,0.9,60.23,0.0
20200908,27.29,84.25,0.7,162.38,0.59,0.89,37.97,2.39
20200909,27.48,85.31,0.95,140.12,0.61,0.89,49.74,0.03
20200910,27.09,86.88,0.98,182.56,0.52,0.91,38.23,12.45
20200911,26.91,87.5,1.3,181.5,0.42,0.91,49.45,8.74
20200912,26.22,88.69,1.3,225.44,0.49,0.92,41.05,54.62
20200913,26.36,89.31,1.36,221.81,0.31,0.95,41.19,25.13
20200914,26.14,91.94,2.44,341.5,0.45,0.96,40.64,39.88
20200915,26.95,89.5,1.48,156.62,0.43,0.95,57.94,5.57
20200916,26.85,91.06,1.69,203.94,0.42,0.94,54.98,7.7
20200917,27.4,87.44,0.59,171.75,0.48,0.93,36.86,0.22
20200918,27.48,86.62,0.56,295.62,0.47,0.93,32.37,7.8
20200919,26.94,89.0,1.36,193.94,0.41,0.93,34.3,26.31
20200920,25.9,92.88,1.41,206.62,0.33,0.95,28.84,13.56
20200921,25.77,92.69,2.59,248.25,0.3,0.95,39.65,0.15
20200922,25.67,90.88,3.1,218.31,0.34,0.94,54.26,0.05
20200923,26.13,86.62,2.82,216.88,0.42,0.93,77.19,0.21
20200924,26.15,88.56,1.94,231.12,0.57,0.92,50.27,0.21
20200925,26.34,92.06,1.68,230.94,0.35,0.95,32.74,29.59
20200926,25.62,94.69,1.84,213.25,0.19,0.95,23.12,8.89
20200927,25.51,88.69,2.45,310.81,0.43,0.93,56.22,0.11
20200928,25.98,89.25,1.9,331.44,0.57,0.93,44.26,2.34
20200929,25.95,92.38,1.84,335.19,0.4,0.95,31.94,7.86
20200930,25.3,93.31,1.91,327.56,0.38,0.95,24.91,9.65
20201001,25.44,91.06,2.38,325.56,0.48,0.94,40.46,0.24
20201002,25.63,89.12,2.36,332.69,0.48,0.93,52.93,1.29
20201003,26.13,86.69,2.16,339.06,0.51,0.92,66.31,3.22
20201004,25.01,89.94,2.32,327.69,0.42,0.91,43.07,0.1
20201005,24.33,90.44,2.27,319.81,0.49,0.91,35.22,0.19
20201006,24.56,91.56,2.73,274.44,0.43,0.91,39.33,13.43
20201007,23.23,90.62,2.76,328.81,0.41,0.94,44.65,13.32
20201008,25.31,88.62,1.22,209.56,0.43,0.91,41.51,1.28
20201009,26.59,87.5,1.05,153.88,0.49,0.91,45.23,0.13
20201010,26.51,89.25,0.92,150.56,0.37,0.91,37.92,7.83
20201011,26.26,88.88,1.12,106.44,0.38,0.93,42.58,8.54
20201012,25.62,90.31,1.14,171.88,0.35,0.93,29.03,80.4
20201013,25.61,94.81,3.77,245.0,0.15,0.98,31.22,51.17
20201014,26.19,91.06,2.88,133.12,0.36,0.95,61.6,1.08
20201015,25.76,92.0,2.04,151.44,0.4,0.95,44.71,0.12
20201016,26.19,89.88,1.03,183.94,0.44,0.95,44.16,2.77
20201017,26.48,89.94,1.21,110.56,0.43,0.95,46.75,0.06
20201018,26.44,89.0,1.32,151.81,0.6,0.95,53.18,1.23
20201019,26.82,85.44,0.92,170.56,0.59,0.95,48.21,11.61
20201020,26.32,86.44,1.12,92.69,0.4,0.95,46.91,0.37
20201021,26.25,89.06,1.56,245.69,0.41,0.94,52.29,2.64
20201022,26.26,86.75,1.73,319.75,0.53,0.93,57.62,0.0
20201023,25.92,87.25,1.72,319.75,0.55,0.92,47.78,0.0
20201024,25.83,83.12,1.51,60.88,0.6,0.91,60.58,0.0
20201025,24.94,84.31,1.47,47.0,0.61,0.91,50.64,0.0
20201026,24.12,86.44,1.84,18.31,0.6,0.91,59.42,0.0
20201027,23.68,83.12,1.87,28.62,0.65,0.9,60.46,0.0
20201028,22.96,81.81,1.6,18.94,0.6,0.9,50.44,0.0
20201029,23.83,81.62,1.39,67.88,0.52,0.89,53.58,0.0
20201030,23.81,83.56,1.79,129.06,0.63,0.89,55.65,0.0
20201031,23.73,85.81,1.93,136.62,0.66,0.88,56.01,0.0
20201101,23.15,85.06,2.17,204.06,0.66,0.88,57.67,0.0
20201102,24.55,86.06,1.93,182.06,0.62,0.88,55.07,0.0
20201103,24.54,87.88,2.41,197.75,0.51,0.88,50.46,0.0
20201104,22.55,85.38,2.34,289.25,0.34,0.87,43.76,0.0
20201105,22.54,83.0,2.02,253.94,0.55,0.87,52.09,0.0
20201106,23.45,86.19,1.57,139.94,0.47,0.87,43.51,0.0
20201107,24.02,86.88,1.37,38.75,0.53,0.86,38.8,0.0
20201108,22.23,82.94,1.82,17.25,0.63,0.86,54.73,0.0
20201109,19.74,80.62,1.85,69.44,0.66,0.85,51.81,0.0
20201110,19.78,81.12,1.68,107.31,0.69,0.85,48.46,0.0
20201111,22.22,87.38,2.16,160.44,0.6,0.85,48.48,0.0
20201112,24.42,91.06,2.01,85.56,0.48,0.85,44.56,0.0
20201113,24.43,84.62,1.53,66.81,0.69,0.84,53.93,0.0
20201114,23.37,82.62,1.22,65.19,0.7,0.84,52.28,0.0
20201115,23.73,87.5,1.73,69.88,0.61,0.83,49.91,0.02
20201116,24.15,86.88,1.73,83.19,0.55,0.83,48.71,0.0
20201117,23.64,84.94,1.58,91.81,0.69,0.82,52.0,0.0
20201118,23.36,87.81,1.32,118.44,0.59,0.82,41.42,0.0
20201119,24.01,87.31,1.3,136.88,0.63,0.82,46.44,0.0
20201120,24.8,84.25,0.95,160.44,0.59,0.81,48.57,0.0
20201121,24.51,85.0,1.0,166.62,0.55,0.81,46.14,0.0
20201122,23.85,86.75,2.03,39.56,0.58,0.8,46.44,0.0
20201123,22.81,85.25,1.69,33.75,0.5,0.8,42.39,2.12
20201124,22.42,84.0,1.34,44.25,0.41,0.8,42.01,0.61
20201125,21.96,86.0,2.02,57.0,0.54,0.8,41.47,2.7
20201126,20.66,92.38,2.86,56.62,0.13,0.85,20.94,35.04
20201127,21.02,90.88,3.5,40.25,0.18,0.85,33.46,0.92
20201128,22.58,89.12,2.39,75.44,0.45,0.82,43.37,0.0
20201129,23.01,84.06,1.36,86.75,0.62,0.81,45.61,0.0
20201130,22.62,80.94,1.0,80.75,0.68,0.8,46.1,0.0
20201201,22.11,79.12,0.91,79.88,0.63,0.8,43.25,0.0
20201202,21.7,80.88,1.25,38.56,0.66,0.8,43.43,0.0
20201203,21.51,80.69,1.3,48.88,0.59,0.79,43.75,0.29
20201204,21.58,83.06,1.34,59.75,0.61,0.79,44.15,0.0
20201205,21.22,80.12,1.62,44.81,0.66,0.78,46.05,0.0
20201206,20.53,78.25,1.49,45.56,0.68,0.78,44.71,0.0
20201207,20.42,76.12,1.59,51.56,0.7,0.77,44.39,0.0
20201208,20.96,75.38,1.2,78.56,0.69,0.77,43.39,0.0
20201209,21.46,73.88,0.88,69.0,0.68,0.77,40.97,0.0
20201210,20.78,76.88,1.0,99.88,0.67,0.77,40.13,0.0
20201211,21.07,78.44,0.88,169.44,0.65,0.77,37.77,0.0
20201212,21.69,80.38,0.88,164.62,0.62,0.76,35.72,0.0
20201213,22.11,79.56,0.82,157.62,0.6,0.76,35.18,0.0
20201214,21.8,82.69,1.21,138.88,0.62,0.75,37.6,0.0
20201215,21.62,84.5,1.42,115.69,0.56,0.75,37.7,0.0
20201216,22.11,83.38,1.36,88.5,0.55,0.74,37.16,0.0
20201217,22.47,80.88,1.23,42.38,0.59,0.74,36.6,0.0
20201218,21.4,82.06,1.41,37.94,0.48,0.73,35.44,0.0
20201219,19.75,80.94,1.53,45.19,0.59,0.73,36.28,0.0
20201220,18.79,76.62,1.58,36.56,0.68,0.73,38.87,0.0
20201221,17.57,66.69,1.29,110.56,0.72,0.73,39.54,0.0
20201222,18.07,67.88,1.11,178.06,0.71,0.72,36.88,0.0
20201223,18.76,73.56,0.93,149.19,0.66,0.72,33.63,0.0
20201224,19.21,76.12,1.12,111.56,0.66,0.72,34.57,0.0
20201225,19.92,76.0,1.21,68.0,0.62,0.71,33.2,0.0
20201226,19.63,73.31,1.14,50.94,0.6,0.71,33.68,0.0
20201227,19.73,69.62,0.94,55.94,0.63,0.71,33.05,0.0
20201228,20.0,71.06,0.8,91.0,0.62,0.7,30.84,0.0
20201229,20.09,72.5,1.02,90.38,0.64,0.7,33.35,0.0
20201230,19.8,78.88,1.3,90.06,0.62,0.7,33.96,0.0
20201231,20.76,79.94,1.13,84.19,0.53,0.7,31.35,0.0
20210101,20.19,84.69,1.37,110.94,0.51,0.69,28.29,0.0
20210102,19.4,84.44,1.26,113.0,0.57,0.69,23.47,0.0
20210103,19.19,81.75,1.24,111.0,0.6,0.69,30.12,0.0
20210104,19.31,85.31,1.48,110.06,0.64,0.68,32.41,0.0
20210105,21.58,86.44,1.56,110.25,0.65,0.68,33.21,0.0
20210106,22.71,87.19,1.36,114.62,0.38,0.67,26.92,0.03
20210107,23.19,85.31,1.39,113.88,0.45,0.67,33.81,0.0
20210108,22.34,81.5,1.74,117.88,0.66,0.66,40.69,0.03
20210109,21.11,80.38,1.76,118.5,0.71,0.66,39.91,0.0
20210110,22.58,71.81,1.21,104.56,0.57,0.66,39.32,0.02
20210111,23.04,73.31,1.14,115.12,0.57,0.65,36.23,0.0
20210112,23.88,76.19,1.13,102.75,0.55,0.65,36.96,0.0
20210113,23.83,75.5,0.89,110.56,0.59,0.64,35.28,0.0
20210114,22.78,71.75,1.09,86.88,0.58,0.63,33.19,0.0
20210115,22.42,75.0,0.76,182.38,0.59,0.63,32.9,0.0
20210116,23.05,73.56,0.81,156.75,0.65,0.62,33.98,0.0
20210117,22.11,75.25,1.12,98.5,0.66,0.62,33.88,0.0
20210118,22.13,82.94,1.24,137.56,0.59,0.62,29.84,0.0
20210119,22.79,78.06,0.97,194.88,0.61,0.61,31.81,0.0
20210120,22.76,73.44,0.88,190.25,0.61,0.6,33.79,0.0
20210121,23.47,69.0,0.69,183.69,0.54,0.59,33.52,0.0
20210122,23.79,65.06,0.77,76.0,0.5,0.59,30.97,0.0
20210123,22.89,71.38,0.77,178.31,0.54,0.59,30.34,0.0
20210124,22.75,72.5,1.16,177.44,0.62,0.58,32.24,0.0
20210125,22.92,73.81,1.12,178.44,0.62,0.57,31.63,0.0
20210126,23.15,73.38,1.23,175.75,0.59,0.56,31.46,0.0
20210127,23.15,76.19,1.41,154.06,0.48,0.55,28.41,0.0
20210128,23.1,77.88,1.77,154.31,0.49,0.55,27.4,0.0
20210129,23.95,75.44,1.36,155.5,0.48,0.55,26.54,0.0
20210130,24.25,72.56,0.78,136.5,0.49,0.55,25.61,0.0
20210131,23.6,66.38,0.98,60.81,0.5,0.54,26.78,0.0
20210201,22.54,68.56,1.16,56.31,0.58,0.53,25.74,0.0
20210202,22.67,59.25,0.87,90.06,0.7,0.53,26.85,0.0
20210203,22.72,60.12,0.84,128.81,0.71,0.52,26.79,0.0
20210204,22.12,65.38,1.2,149.44,0.71,0.52,27.17,0.0
20210205,22.1,62.88,0.98,165.5,0.7,0.52,26.68,0.0
20210206,22.5,61.06,0.97,145.94,0.69,0.51,26.56,0.0
20210207,21.38,52.69,1.96,83.38,0.66,0.5,27.24,0.0
20210208,22.05,54.5,1.31,98.88,0.7,0.5,24.63,0.0
20210209,23.51,57.31,0.76,126.94,0.7,0.5,24.37,0.0
20210210,22.95,62.25,0.91,174.88,0.69,0.49,24.69,0.0
20210211,22.78,67.06,1.53,150.94,0.68,0.49,24.6,0.0
20210212,23.02,66.25,1.6,159.31,0.63,0.48,23.98,0.0
20210213,23.27,65.81,1.69,158.5,0.65,0.48,23.4,0.0
20210214,23.76,60.62,1.36,151.81,0.66,0.48,23.94,0.0
20210215,24.58,57.69,0.84,175.81,0.64,0.48,23.55,0.0
20210216,24.12,60.62,1.7,165.19,0.62,0.48,22.58,0.0
20210217,24.1,64.12,2.1,152.69,0.63,0.47,22.77,0.0
20210218,24.28,65.94,1.8,117.69,0.54,0.47,20.85,0.0
20210219,24.2,66.19,1.34,70.19,0.38,0.48,20.11,1.57
20210220,24.58,62.44,2.16,89.31,0.59,0.47,20.65,0.03
20210221,24.4,65.5,1.98,104.12,0.57,0.47,19.91,0.0
20210222,25.86,62.38,0.7,218.75,0.63,0.46,19.28,0.0
20210223,26.3,49.81,0.94,129.31,0.69,0.46,22.97,0.0
20210224,26.46,40.88,0.7,166.06,0.71,0.45,23.97,0.0
20210225,26.53,38.5,1.33,317.44,0.71,0.45,24.65,0.0
20210226,27.38,32.56,1.38,200.94,0.69,0.44,24.16,0.0
20210227,27.94,34.94,1.27,270.31,0.62,0.44,24.32,0.0
20210228,27.69,33.06,0.98,165.88,0.7,0.43,23.89,0.0
20210301,28.15,46.5,1.23,80.75,0.66,0.43,21.58,0.0
20210302,27.76,49.5,1.16,150.12,0.69,0.43,21.05,0.0
20210303,27.76,34.0,1.52,86.5,0.73,0.42,22.34,0.0
20210304,26.9,44.81,0.95,153.56,0.71,0.41,20.99,0.0
20210305,26.81,46.12,1.39,193.94,0.71,0.41,20.07,0.0
20210306,27.66,37.38,0.89,198.56,0.7,0.4,19.65,0.0
20210307,27.44,46.06,1.23,174.69,0.7,0.39,17.67,0.0
20210308,27.43,52.12,1.88,160.12,0.66,0.38,15.25,0.0
20210309,27.72,55.44,2.08,161.62,0.65,0.37,13.33,0.0
20210310,28.0,49.88,2.03,165.94,0.66,0.35,13.38,0.0
20210311,28.12,50.06,2.31,177.19,0.65,0.34,12.02,0.0
20210312,27.52,49.38,2.2,165.81,0.64,0.33,9.61,0.0
20210313,27.69,43.06,1.59,124.5,0.62,0.32,9.91,0.0
20210314,28.09,45.31,1.55,145.38,0.63,0.3,8.28,0.0
20210315,28.99,40.25,1.03,131.0,0.57,0.3,7.74,0.0
20210316,29.73,44.81,1.16,120.94,0.52,0.29,6.5,0.0
20210317,30.24,43.38,1.46,125.25,0.55,0.28,6.28,0.0
20210318,29.69,47.88,1.88,156.12,0.52,0.27,5.42,0.0
20210319,29.49,42.88,1.06,150.62,0.49,0.27,4.39,0.0
20210320,30.14,38.44,0.8,150.88,0.5,0.26,4.92,0.0
20210321,30.97,35.06,1.07,127.94,0.55,0.25,5.14,0.0
20210322,31.15,38.75,1.88,137.31,0.5,0.24,4.03,0.0
20210323,31.23,39.19,1.65,130.0,0.61,0.23,3.99,0.0
20210324,31.35,34.62,1.11,161.44,0.59,0.23,3.86,0.0
20210325,32.36,27.25,2.17,117.88,0.55,0.22,3.67,0.0
20210326,32.13,26.38,1.12,157.75,0.57,0.21,3.24,0.08
20210327,32.26,30.62,0.88,94.81,0.54,0.2,3.05,0.0
20210328,31.97,34.81,0.9,196.06,0.6,0.2,2.86,0.0
20210329,32.01,37.94,1.27,138.31,0.6,0.2,2.51,0.0
20210330,32.56,29.94,1.7,284.25,0.63,0.19,2.53,0.0
20210331,33.09,14.88,2.37,303.5,0.69,0.18,2.75,0.0
20210401,33.23,17.62,1.99,266.06,0.65,0.17,2.25,0.0
20210402,33.69,21.44,1.62,178.94,0.64,0.16,2.03,0.0
20210403,33.15,25.12,1.16,145.44,0.58,0.16,1.65,0.0
20210404,32.49,42.88,1.77,145.38,0.59,0.16,1.43,0.0
20210405,32.15,42.44,2.05,118.62,0.55,0.2,2.92,8.64
20210406,32.6,43.5,2.94,162.81,0.61,0.21,2.95,0.0
20210407,32.12,40.06,1.98,154.06,0.61,0.2,2.49,0.0
20210408,32.3,41.12,2.29,165.12,0.61,0.2,2.36,0.0
20210409,31.85,46.38,3.18,159.88,0.59,0.19,1.55,0.0
20210410,31.7,48.31,3.2,149.5,0.58,0.19,1.24,0.0
20210411,31.87,46.38,2.53,143.69,0.63,0.18,1.41,0.3
20210412,32.51,41.31,1.65,130.81,0.55,0.18,1.95,0.28
20210413,32.88,43.31,2.08,141.12,0.61,0.2,3.68,1.6
20210414,30.76,54.44,1.73,127.69,0.38,0.45,38.2,0.41
20210415,30.26,56.62,1.47,138.25,0.62,0.49,36.94,0.0
20210416,30.59,52.44,1.98,114.88,0.65,0.41,23.05,0.0
20210417,31.42,48.94,1.91,125.94,0.66,0.38,20.29,0.0
20210418,32.26,48.5,2.25,138.88,0.62,0.35,17.54,0.0
20210419,33.52,42.19,1.85,155.88,0.58,0.33,16.13,0.0
20210420,33.98,41.62,3.17,166.12,0.55,0.32,15.69,0.19
20210421,32.71,47.81,2.98,165.88,0.52,0.34,18.82,10.66
20210422,31.46,51.56,1.61,108.25,0.54,0.41,25.98,7.73
20210423,30.9,53.44,1.22,225.31,0.52,0.41,21.42,0.03
20210424,31.67,47.12,1.3,140.94,0.59,0.41,25.45,0.52
20210425,32.07,50.62,1.83,138.69,0.62,0.36,18.11,0.0
20210426,32.31,48.69,1.7,150.0,0.55,0.33,11.66,0.17
20210427,33.08,45.38,1.83,143.31,0.62,0.3,11.31,0.13
20210428,33.37,43.62,2.08,153.5,0.61,0.3,10.86,0.0
20210429,33.68,41.81,2.32,160.69,0.62,0.27,7.75,0.0
20210430,33.46,42.62,2.61,167.56,0.6,0.26,6.66,0.0
20210501,32.7,47.25,2.96,149.94,0.55,0.25,4.86,0.0
20210502,33.23,45.38,2.37,158.06,0.63,0.23,4.93,0.0
20210503,32.99,44.31,2.22,159.12,0.6,0.23,3.83,0.0
20210504,33.22,44.31,2.46,142.75,0.62,0.22,4.2,0.0
20210505,33.9,43.69,2.86,150.94,0.66,0.21,3.64,0.0
20210506,33.65,46.06,3.72,151.06,0.65,0.23,4.64,0.0
20210507,33.34,47.88,3.65,147.0,0.63,0.25,6.02,0.0
20210508,33.47,46.94,2.88,150.0,0.66,0.24,5.0,0.0
